Title,Link,Snippet,Summary,Info,Processed,Query
Revisión del agave y el mezcal,http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-34752016000100016,"En el presente trabajo, se efectuó una compilación de investigaciones realizadas sobre las diferentes etapas del proceso productivo del mezcal a partir de agave en algunas regiones …","E Pérez Hernández, M Chávez Parga… - Revista Colombiana …, 2016 - scielo.org.co","{'summary': 'E Pérez Hernández, M Chávez Parga… - Revista Colombiana …, 2016 - scielo.org.co', 'authors': [{'name': 'M Chávez Parga', 'link': 'https://scholar.google.com/citations?user=8JfyZtoAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=8JfyZtoAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '8JfyZtoAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Mezcal y Tequila: análisis conceptual de dos bebidas típicas de México,https://www.redalyc.org/journal/4695/469552915009/movil/,"Resumen: Actualmente, el consumo de mezcal y tequila ha … diferentes: en Oaxaca el mezcal se asoció principalmente con … Los consumidores de Guadalajara asociaron el mezcal a …","SE García-Barrón, J de Jesús Hernández… - Revista Iberoamericana …, 2017 - redalyc.org","{'summary': 'SE García-Barrón, J de Jesús Hernández… - Revista Iberoamericana …, 2017 - redalyc.org', 'authors': [{'name': 'SE García-Barrón', 'link': 'https://scholar.google.com/citations?user=WNgmOKkAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=WNgmOKkAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'WNgmOKkAAAAJ'}, {'name': 'J de Jesús Hernández', 'link': 'https://scholar.google.com/citations?user=xlZ6sq8AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=xlZ6sq8AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'xlZ6sq8AAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
"Tequila, mezcal y cerveza: de México para el mundo",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-54722008000200002,"En la globalización la producción de tequila, mezcal y cerveza enfrenta un proceso de modificación y cambio que ha afectado tanto la producción en fabrica como la comercialización …","A Martínez-Gándara - Agricultura, sociedad y desarrollo, 2008 - scielo.org.mx","{'summary': 'A Martínez-Gándara - Agricultura, sociedad y desarrollo, 2008 - scielo.org.mx'}",2022-03-18 02:45:54 UTC,mezcal
Factores de valoración en consumidores de mezcal en Oaxaca,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2395-91692019000200109,… A guided sampling was conducted with mezcal consumers attending the Mezcal Fair … mezcal. Consumers were stratified according to their willingness to pay a price premium for mezcal. …,"AI Barrera-Rodríguez, V Cuevas-Reyes… - … sociales. Revista de …, 2019 - scielo.org.mx","{'summary': 'AI Barrera-Rodríguez, V Cuevas-Reyes… - … sociales. Revista de …, 2019 - scielo.org.mx', 'authors': [{'name': 'V Cuevas-Reyes', 'link': 'https://scholar.google.com/citations?user=826iqgIAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=826iqgIAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '826iqgIAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Metanol: tolerancias y exigencias en las normas para mezcal y bebidas de agave,https://scielo.conicyt.cl/scielo.php?pid=S0719-49942020000100001&script=sci_arttext&tlng=n,"… mezcal and other distilled spirits. We review the state of the art on methanol toxicology, norms that regulate mezcal … Conclusions: it is possible a revision of standards on mezcal and …","HÓ González Seguí, JJ Hernández López… - Rivar (Santiago …, 2020 - scielo.conicyt.cl","{'summary': 'HÓ González Seguí, JJ Hernández López… - Rivar (Santiago …, 2020 - scielo.conicyt.cl', 'authors': [{'name': 'JJ Hernández López', 'link': 'https://scholar.google.com/citations?user=xlZ6sq8AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=xlZ6sq8AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'xlZ6sq8AAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
"Tecnología agrícola tradicional en la producción de vino mezcal (mezcal y tequila) en el sur de Jalisco, México",https://www.redalyc.org/pdf/757/75712192006.pdf,"En las ultimas tres décadas, la producción industrial de tequila ha provocado contaminación, erosión edáfica, erosión genética y desplazamiento de cultivares nativos. Se analiza la …","D Zizumbo-Villarreal, PCG Marín… - Revista de Geografía …, 2009 - redalyc.org","{'summary': 'D Zizumbo-Villarreal, PCG Marín… - Revista de Geografía …, 2009 - redalyc.org'}",2022-03-18 02:45:54 UTC,mezcal
"La producción de mezcal en el municipio de Durango, México",https://dialnet.unirioja.es/servlet/articulo?codigo=7899967,"… mezcal: 1) Mezcal de punta, este es un líquido que contiene entre 70 y 85 GL de alcohol, 2) Mezcal … y 3) Mezcal de colas, que es el líquido que resulta al final de la destilación, el cual …","SB Soto, PA Domínguez-Calleros… - Ra Ximhai: revista …, 2014 - dialnet.unirioja.es","{'summary': 'SB Soto, PA Domínguez-Calleros… - Ra Ximhai: revista …, 2014 - dialnet.unirioja.es'}",2022-03-18 02:45:54 UTC,mezcal
"Las bebidas mexicanas, pulque, mezcal y tesgüino",https://dialnet.unirioja.es/servlet/articulo?codigo=3883406,"En el México antiguo y hasta la actualidad, el consumo de bebidas alcohólicas fermentadas que se preparan al aprovechar el maguey o el maíz ha sido de gran importancia por su …","P Fournier, LM Barrios - Arqueología mexicana, 2012 - dialnet.unirioja.es","{'summary': 'P Fournier, LM Barrios - Arqueología mexicana, 2012 - dialnet.unirioja.es', 'authors': [{'name': 'P Fournier', 'link': 'https://scholar.google.com/citations?user=6pnFdZgAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=6pnFdZgAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '6pnFdZgAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Crecimiento de plántulas de dos especies de mezcal en función del tipo de suelo y nivel de fertilización,http://www.scielo.org.mx/scielo.php?pid=S0187-73802013000400004&script=sci_arttext,"Los magueyes de la Mixteca oaxaqueña no han sido objeto de fertilización, a pesar de que se emplean para producir mezcal. En este estudio se evaluó en invernadero la influencia de …","S Martínez-Ramírez, A Trinidad-Santos… - Revista fitotecnia …, 2013 - scielo.org.mx","{'summary': 'S Martínez-Ramírez, A Trinidad-Santos… - Revista fitotecnia …, 2013 - scielo.org.mx'}",2022-03-18 02:45:54 UTC,mezcal
"Caracterizando la producción y organización de los mezcaleros en Matatlán, México “Capital mundial del mezcal”",http://www.scielo.org.mx/scielo.php?pid=S0188-45572017000200010&script=sci_arttext,"… a los pequeños productores de mezcal artesanal para y … participan en la industria del mezcal, así como un cuestionario … en los pequeños productores de mezcal estudiados, estos son: …","DE Espinosa Meza, G Rivera González… - Estudios sociales …, 2017 - scielo.org.mx","{'summary': 'DE Espinosa Meza, G Rivera González… - Estudios sociales …, 2017 - scielo.org.mx', 'authors': [{'name': 'G Rivera González', 'link': 'https://scholar.google.com/citations?user=uf_rm5UAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=uf_rm5UAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'uf_rm5UAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
De genes y magueyes estudio y conservación de los recursos genéticos del tequila y el mezcal,http://revistas.unam.mx/index.php/cns/article/view/12112,"… , más recientemente, el mezcal comienza a cobrar popularidad… angustifolia para el mezcal tradicional de Oaxaca. A pesar … iniciando en torno al mezcal han promovido que se siembren …","L EGUIARTE, A GONZÁLEZ GONZÁLEZ - Ciencias, 2007 - revistas.unam.mx","{'summary': 'L EGUIARTE, A GONZÁLEZ GONZÁLEZ - Ciencias, 2007 - revistas.unam.mx', 'authors': [{'name': 'A GONZÁLEZ GONZÁLEZ', 'link': 'https://scholar.google.com/citations?user=W0W9fZ4AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=W0W9fZ4AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'W0W9fZ4AAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
"Characterization of Volatile Compounds of Mezcal, an Ethnic Alcoholic Beverage Obtained from Agave salmiana",https://pubs.acs.org/doi/abs/10.1021/jf052154+,"… White mezcal is bottled just after distillation; rested mezcal is aged from 2 to 6 months in oak casks, whereas aged mezcal must be aged up to 12 months (1). Only the white and rested …","A De León-Rodríguez… - Journal of Agricultural …, 2006 - ACS Publications","{'summary': 'A De León-Rodríguez… - Journal of Agricultural …, 2006 - ACS Publications', 'authors': [{'name': 'A De León-Rodríguez', 'link': 'https://scholar.google.com/citations?user=sVZ-Gc8AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=sVZ-Gc8AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'sVZ-Gc8AAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
La cadena de suministro del mezcal del estado de Zacatecas: Situación actual y perspectivas de desarrollo,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200010,El mezcal es una bebida alcohólica hecha de la planta de … y mezcal en el país  de ahí que la industria del agave-mezcal sea … de suministro del agave-mezcal del estado de Zacatecas. …,"G López Nava, JL Martínez Flores… - Contaduría y …, 2014 - scielo.org.mx","{'summary': 'G López Nava, JL Martínez Flores… - Contaduría y …, 2014 - scielo.org.mx'}",2022-03-18 02:45:54 UTC,mezcal
"Divided spirits: Tequila, mezcal, and the politics of production",https://books.google.com/books?hl=es&lr=&id=_7owDwAAQBAJ&oi=fnd&pg=PR9&dq=mezcal&ots=G18PxaF_qH&sig=OyO44HkXoMjdJspaKcnlr0o2mZM,"… Tequila and mezcal are both protected by denominations of origin (DOs), legal designations … mezcal for generations. The consequences—for the quality and taste of tequila and mezcal, …",S Bowen - 2015 - books.google.com,"{'summary': 'S Bowen - 2015 - books.google.com', 'authors': [{'name': 'S Bowen', 'link': 'https://scholar.google.com/citations?user=P0mLtJgAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=P0mLtJgAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'P0mLtJgAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Caracterización fermentativa de levaduras productoras de etanol a partir de jugo de Agave cupreata en la elaboración de mezcal,http://www.scielo.org.mx/scielo.php?pid=S1665-27382013000300008&script=sci_abstract&tlng=pt,"… El mezcal obtenido por destilación fue analizado mediante un cromatógrafo de gases (Varian), para lo cual se tomaron muestras de 1 µL del mezcal y de los estándares de metanol, …","E Pérez, JC González-Hernández… - Revista mexicana de …, 2013 - scielo.org.mx","{'summary': 'E Pérez, JC González-Hernández… - Revista mexicana de …, 2013 - scielo.org.mx', 'authors': [{'name': 'JC González-Hernández', 'link': 'https://scholar.google.com/citations?user=CNlrAzIAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=CNlrAzIAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'CNlrAzIAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Identification of yeast and bacteria involved in the mezcal fermentation of Agave salmiana,https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1472-765X.2008.02359.x,"… that microbial diversity present in mezcal is dominated by bacteria, … mezcal. Significance and Impact of the Study: We identified the community of bacteria and yeast present in mezcal …","P Escalante‐Minakata, HP Blaschek… - Letters in Applied …, 2008 - Wiley Online Library","{'summary': 'P Escalante‐Minakata, HP Blaschek… - Letters in Applied …, 2008 - Wiley Online Library', 'authors': [{'name': 'P Escalante‐Minakata', 'link': 'https://scholar.google.com/citations?user=K1KKDOAAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=K1KKDOAAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'K1KKDOAAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
"Quantification of Selected Volatile Constituents and Anions in Mexican Agave Spirits (Tequila, Mezcal, Sotol, Bacanora)",https://pubs.acs.org/doi/abs/10.1021/jf060094h,"A large collection (n = 95) of Mexican Agave spirits with protected appellations of origin (Tequila, Mezcal, Sotol, and Bacanora) was analyzed using ion and gas chromatography. …","DW Lachenmeier, EM Sohnius, R Attig… - Journal of Agricultural …, 2006 - ACS Publications","{'summary': 'DW Lachenmeier, EM Sohnius, R Attig… - Journal of Agricultural …, 2006 - ACS Publications', 'authors': [{'name': 'DW Lachenmeier', 'link': 'https://scholar.google.com/citations?user=B1bx9OEAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=B1bx9OEAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'B1bx9OEAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Aspectos químicos y moleculares del proceso de producción del mezcal,http://repositorio.ipicyt.edu.mx/handle/11627/3078,"""En el presente trabajo se realizó la identificación y cuantificación de compuestos volátiles presentes en mezcales comerciales producidos en la región mezcalera del país. Se …",MP Escalante Minakata - 2007 - repositorio.ipicyt.edu.mx,"{'summary': 'MP Escalante Minakata - 2007 - repositorio.ipicyt.edu.mx', 'authors': [{'name': 'MP Escalante Minakata', 'link': 'https://scholar.google.com/citations?user=K1KKDOAAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=K1KKDOAAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'K1KKDOAAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Yeast communities associated with artisanal mezcal fermentations from Agave salmiana,https://link.springer.com/article/10.1007/s10482-011-9605-y,"The aims of this work were to characterize the fermentation process of mezcal from San Luis Potosi, México and identify the yeasts present in the fermentation using molecular culture-…","A Verdugo Valdez, L Segura Garcia… - Antonie Van …, 2011 - Springer","{'summary': 'A Verdugo Valdez, L Segura Garcia… - Antonie Van …, 2011 - Springer', 'authors': [{'name': 'A Verdugo Valdez', 'link': 'https://scholar.google.com/citations?user=ewiM8n0AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=ewiM8n0AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'ewiM8n0AAAAJ'}, {'name': 'L Segura Garcia', 'link': 'https://scholar.google.com/citations?user=icFMI1IAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=icFMI1IAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'icFMI1IAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Innovación de un molino de agave cocido para la producción de mezcal,http://scielo.sld.cu/scielo.php?pid=S2071-00542013000500007&script=sci_arttext&tlng=pt,"… of artisanal mezcal used 12,7 kg of green agave to produce one liter of mezcal. This study selected the grind that is one of the most important in the process of production of mezcal, and …","M Caballero Caballero, JL Montes Bernabé… - Revista Ciencias …, 2013 - scielo.sld.cu","{'summary': 'M Caballero Caballero, JL Montes Bernabé… - Revista Ciencias …, 2013 - scielo.sld.cu'}",2022-03-18 02:45:54 UTC,mezcal
Influencia Asiática en la Producción de Mezcal en la Costa de Jalisco. El caso de la Raicilla,http://www.mexicoylacuencadelpacifico.cucsh.udg.mx/index.php/mc/article/view/317,… siglo xvi en la producción de un destilado de agave o mezcal en la costa de Jalisco. Con los nombres de shochu y de mezcal se distinguen en Japón y en México una gran diversidad …,"AGV Zapata, AR Pinedo… - México y la …, 2008 - … .cucsh.udg.mx","{'summary': 'AGV Zapata, AR Pinedo… - México y la …, 2008 - … .cucsh.udg.mx', 'authors': [{'name': 'AR Pinedo', 'link': 'https://scholar.google.com/citations?user=rQn7NKgAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=rQn7NKgAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'rQn7NKgAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
La cadena de suministro del mezcal del estado de Zacatecas Situación actual y perspectivas de desarrollo,https://www.sciencedirect.com/science/article/pii/S0186104214712616,… El mezcal es una bebida alcohólica hecha de la planta de … y mezcal en el país  de ahí que la industria del agave-mezcal sea … de suministro del agave-mezcal del estado de Zacatecas. …,"GL Nava, JLM Flores, JC Arroyo, YM Moreno - Contaduría y Administración, 2014 - Elsevier","{'summary': 'GL Nava, JLM Flores, JC Arroyo, YM Moreno - Contaduría y Administración, 2014 - Elsevier', 'authors': [{'name': 'JC Arroyo', 'link': 'https://scholar.google.com/citations?user=b1dxSYQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=b1dxSYQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'b1dxSYQAAAAJ'}, {'name': 'YM Moreno', 'link': 'https://scholar.google.com/citations?user=_iwXdXsAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=_iwXdXsAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '_iwXdXsAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Estrategias comerciales para el incremento de ventas de mezcal en el extranjero.,https://www.researchgate.net/profile/Javier-Becerril-4/publication/336266082_Estrategias_comerciales_para_el_incremento_de_ventas_de_mezcal_en_el_extranjero/links/5d97cb89299bf1c363f8da0c/Estrategias-comerciales-para-el-incremento-de-ventas-de-mezcal-en-el-extranjero.pdf,"El mezcal es una bebida alcohólica que ha ganado auge en las últimas décadas, por su singular sabor artesanal, ha sido un gran deleite a nivel internacional, sin embargo la falta de …","G Borrego Rivera, J Becerril Isidro - Hospitalidad ESDAI, 2018 - researchgate.net","{'summary': 'G Borrego Rivera, J Becerril Isidro - Hospitalidad ESDAI, 2018 - researchgate.net'}",2022-03-18 02:45:54 UTC,mezcal
Bagasse from the mezcal industry as an alternative renewable energy produced in arid lands,https://www.sciencedirect.com/science/article/pii/S001623611000373X,"In the mezcal industry, the xerophyte Agave salmiana is used to produce mezcal, and neither the plant nor its residues have been studied before as an alternative source of fuel. …","L Chávez-Guerrero, M Hinojosa - Fuel, 2010 - Elsevier","{'summary': 'L Chávez-Guerrero, M Hinojosa - Fuel, 2010 - Elsevier', 'authors': [{'name': 'L Chávez-Guerrero', 'link': 'https://scholar.google.com/citations?user=Bsw40TIAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=Bsw40TIAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'Bsw40TIAAAAJ'}, {'name': 'M Hinojosa', 'link': 'https://scholar.google.com/citations?user=wx8GAfIAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=wx8GAfIAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'wx8GAfIAAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
Sustainability of the traditional management of Agave genetic resources in the elaboration of mezcal and tequila spirits in western Mexico,https://link.springer.com/article/10.1007/s10722-012-9812-z,… Mezcal is the common traditional name given in Mexico to … Agave genetic resources for elaborating mezcal and tequila spirits by … We found that mezcal spirits are prepared with different …,"D Zizumbo-Villarreal, O Vargas-Ponce… - Genetic Resources and …, 2013 - Springer","{'summary': 'D Zizumbo-Villarreal, O Vargas-Ponce… - Genetic Resources and …, 2013 - Springer', 'authors': [{'name': 'O Vargas-Ponce', 'link': 'https://scholar.google.com/citations?user=ryvBb78AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=ryvBb78AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'ryvBb78AAAAJ'}]}",2022-03-18 02:45:54 UTC,mezcal
